path,label
data/archive/scissors/scissors_721.png,scissors
data/archive/paper/paper_676.png,paper
data/archive/rock/rock_499.png,rock
data/archive/paper/paper_248.png,paper
data/archive/paper/paper_546.png,paper
data/archive/paper/paper_252.png,paper
data/archive/paper/paper_807.png,paper
data/archive/paper/paper_420.png,paper
data/archive/paper/paper_721.png,paper
data/archive/scissors/scissors_300.png,scissors
data/archive/scissors/scissors_98.png,scissors
data/archive/paper/paper_898.png,paper
data/archive/scissors/scissors_380.png,scissors
data/archive/rock/rock_39.png,rock
data/archive/paper/paper_312.png,paper
data/archive/paper/paper_73.png,paper
data/archive/rock/rock_867.png,rock
data/archive/paper/paper_849.png,paper
data/archive/scissors/scissors_676.png,scissors
data/archive/scissors/scissors_420.png,scissors
data/archive/paper/paper_464.png,paper
data/archive/rock/rock_8.png,rock
data/archive/rock/rock_26.png,rock
data/archive/scissors/scissors_60.png,scissors
data/archive/rock/rock_59.png,rock
data/archive/scissors/scissors_108.png,scissors
data/archive/scissors/scissors_653.png,scissors
data/archive/scissors/scissors_234.png,scissors
data/archive/rock/rock_316.png,rock
data/archive/paper/paper_825.png,paper
data/archive/scissors/scissors_225.png,scissors
data/archive/scissors/scissors_832.png,scissors
data/archive/paper/paper_726.png,paper
data/archive/scissors/scissors_522.png,scissors
data/archive/scissors/scissors_51.png,scissors
data/archive/rock/rock_539.png,rock
data/archive/rock/rock_680.png,rock
data/archive/rock/rock_291.png,rock
data/archive/rock/rock_164.png,rock
data/archive/scissors/scissors_618.png,scissors
data/archive/paper/paper_439.png,paper
data/archive/scissors/scissors_156.png,scissors
data/archive/scissors/scissors_130.png,scissors
data/archive/rock/rock_653.png,rock
data/archive/paper/paper_288.png,paper
data/archive/scissors/scissors_552.png,scissors
data/archive/rock/rock_351.png,rock
data/archive/rock/rock_55.png,rock
data/archive/paper/paper_245.png,paper
data/archive/rock/rock_657.png,rock
data/archive/rock/rock_586.png,rock
data/archive/paper/paper_274.png,paper
data/archive/paper/paper_837.png,paper
data/archive/paper/paper_888.png,paper
data/archive/paper/paper_182.png,paper
data/archive/rock/rock_589.png,rock
data/archive/paper/paper_453.png,paper
data/archive/scissors/scissors_6.png,scissors
data/archive/rock/rock_650.png,rock
data/archive/rock/rock_14.png,rock
data/archive/rock/rock_881.png,rock
data/archive/paper/paper_645.png,paper
data/archive/rock/rock_527.png,rock
data/archive/paper/paper_114.png,paper
data/archive/rock/rock_20.png,rock
data/archive/scissors/scissors_446.png,scissors
data/archive/paper/paper_503.png,paper
data/archive/scissors/scissors_36.png,scissors
data/archive/scissors/scissors_165.png,scissors
data/archive/paper/paper_292.png,paper
data/archive/paper/paper_262.png,paper
data/archive/scissors/scissors_21.png,scissors
data/archive/scissors/scissors_57.png,scissors
data/archive/paper/paper_830.png,paper
data/archive/paper/paper_782.png,paper
data/archive/paper/paper_711.png,paper
data/archive/rock/rock_688.png,rock
data/archive/paper/paper_369.png,paper
data/archive/rock/rock_254.png,rock
data/archive/scissors/scissors_851.png,scissors
data/archive/scissors/scissors_713.png,scissors
data/archive/scissors/scissors_9.png,scissors
data/archive/paper/paper_529.png,paper
data/archive/paper/paper_626.png,paper
data/archive/scissors/scissors_375.png,scissors
data/archive/scissors/scissors_626.png,scissors
data/archive/paper/paper_664.png,paper
data/archive/rock/rock_592.png,rock
data/archive/rock/rock_303.png,rock
data/archive/rock/rock_204.png,rock
data/archive/rock/rock_745.png,rock
data/archive/rock/rock_666.png,rock
data/archive/rock/rock_142.png,rock
data/archive/paper/paper_826.png,paper
data/archive/paper/paper_567.png,paper
data/archive/paper/paper_19.png,paper
data/archive/scissors/scissors_461.png,scissors
data/archive/paper/paper_148.png,paper
data/archive/rock/rock_624.png,rock
data/archive/scissors/scissors_726.png,scissors
data/archive/scissors/scissors_804.png,scissors
data/archive/scissors/scissors_210.png,scissors
data/archive/paper/paper_742.png,paper
data/archive/scissors/scissors_198.png,scissors
data/archive/scissors/scissors_256.png,scissors
data/archive/scissors/scissors_505.png,scissors
data/archive/paper/paper_54.png,paper
data/archive/rock/rock_420.png,rock
data/archive/scissors/scissors_245.png,scissors
data/archive/scissors/scissors_373.png,scissors
data/archive/rock/rock_293.png,rock
data/archive/paper/paper_78.png,paper
data/archive/rock/rock_873.png,rock
data/archive/scissors/scissors_519.png,scissors
data/archive/rock/rock_478.png,rock
data/archive/rock/rock_202.png,rock
data/archive/rock/rock_777.png,rock
data/archive/paper/paper_815.png,paper
data/archive/paper/paper_278.png,paper
data/archive/rock/rock_761.png,rock
data/archive/rock/rock_609.png,rock
data/archive/paper/paper_204.png,paper
data/archive/rock/rock_458.png,rock
data/archive/rock/rock_757.png,rock
data/archive/paper/paper_390.png,paper
data/archive/paper/paper_377.png,paper
data/archive/rock/rock_515.png,rock
data/archive/scissors/scissors_873.png,scissors
data/archive/paper/paper_869.png,paper
data/archive/scissors/scissors_673.png,scissors
data/archive/paper/paper_280.png,paper
data/archive/paper/paper_301.png,paper
data/archive/paper/paper_418.png,paper
data/archive/paper/paper_277.png,paper
data/archive/scissors/scissors_91.png,scissors
data/archive/rock/rock_892.png,rock
data/archive/rock/rock_665.png,rock
data/archive/paper/paper_563.png,paper
data/archive/rock/rock_520.png,rock
data/archive/rock/rock_734.png,rock
data/archive/scissors/scissors_82.png,scissors
data/archive/paper/paper_746.png,paper
data/archive/rock/rock_147.png,rock
data/archive/paper/paper_678.png,paper
data/archive/scissors/scissors_501.png,scissors
data/archive/scissors/scissors_211.png,scissors
data/archive/paper/paper_103.png,paper
data/archive/paper/paper_723.png,paper
data/archive/rock/rock_876.png,rock
data/archive/scissors/scissors_633.png,scissors
data/archive/paper/paper_877.png,paper
data/archive/paper/paper_707.png,paper
data/archive/scissors/scissors_515.png,scissors
data/archive/paper/paper_681.png,paper
data/archive/rock/rock_234.png,rock
data/archive/rock/rock_245.png,rock
data/archive/rock/rock_780.png,rock
data/archive/paper/paper_337.png,paper
data/archive/rock/rock_576.png,rock
data/archive/rock/rock_807.png,rock
data/archive/rock/rock_31.png,rock
data/archive/rock/rock_846.png,rock
data/archive/scissors/scissors_644.png,scissors
data/archive/rock/rock_764.png,rock
data/archive/paper/paper_149.png,paper
data/archive/rock/rock_150.png,rock
data/archive/scissors/scissors_305.png,scissors
data/archive/paper/paper_410.png,paper
data/archive/scissors/scissors_237.png,scissors
data/archive/scissors/scissors_670.png,scissors
data/archive/paper/paper_116.png,paper
data/archive/scissors/scissors_484.png,scissors
data/archive/paper/paper_4.png,paper
data/archive/scissors/scissors_479.png,scissors
data/archive/rock/rock_259.png,rock
data/archive/rock/rock_41.png,rock
data/archive/paper/paper_646.png,paper
data/archive/rock/rock_63.png,rock
data/archive/paper/paper_738.png,paper
data/archive/scissors/scissors_460.png,scissors
data/archive/rock/rock_197.png,rock
data/archive/scissors/scissors_422.png,scissors
data/archive/paper/paper_516.png,paper
data/archive/rock/rock_530.png,rock
data/archive/scissors/scissors_409.png,scissors
data/archive/paper/paper_124.png,paper
data/archive/rock/rock_782.png,rock
data/archive/paper/paper_39.png,paper
data/archive/paper/paper_293.png,paper
data/archive/rock/rock_371.png,rock
data/archive/paper/paper_462.png,paper
data/archive/scissors/scissors_584.png,scissors
data/archive/paper/paper_893.png,paper
data/archive/scissors/scissors_3.png,scissors
data/archive/paper/paper_326.png,paper
data/archive/paper/paper_141.png,paper
data/archive/scissors/scissors_160.png,scissors
data/archive/paper/paper_548.png,paper
data/archive/rock/rock_228.png,rock
data/archive/scissors/scissors_179.png,scissors
data/archive/rock/rock_820.png,rock
data/archive/scissors/scissors_202.png,scissors
data/archive/paper/paper_224.png,paper
data/archive/paper/paper_88.png,paper
data/archive/rock/rock_649.png,rock
data/archive/rock/rock_165.png,rock
data/archive/scissors/scissors_730.png,scissors
data/archive/scissors/scissors_1.png,scissors
data/archive/scissors/scissors_800.png,scissors
data/archive/rock/rock_751.png,rock
data/archive/paper/paper_465.png,paper
data/archive/rock/rock_179.png,rock
data/archive/rock/rock_638.png,rock
data/archive/rock/rock_723.png,rock
data/archive/scissors/scissors_543.png,scissors
data/archive/rock/rock_27.png,rock
data/archive/rock/rock_826.png,rock
data/archive/scissors/scissors_523.png,scissors
data/archive/scissors/scissors_362.png,scissors
data/archive/rock/rock_123.png,rock
data/archive/paper/paper_200.png,paper
data/archive/paper/paper_802.png,paper
data/archive/scissors/scissors_327.png,scissors
data/archive/rock/rock_784.png,rock
data/archive/paper/paper_572.png,paper
data/archive/rock/rock_747.png,rock
data/archive/scissors/scissors_432.png,scissors
data/archive/paper/paper_445.png,paper
data/archive/scissors/scissors_682.png,scissors
data/archive/scissors/scissors_764.png,scissors
data/archive/paper/paper_904.png,paper
data/archive/paper/paper_679.png,paper
data/archive/paper/paper_542.png,paper
data/archive/scissors/scissors_694.png,scissors
data/archive/paper/paper_69.png,paper
data/archive/rock/rock_73.png,rock
data/archive/paper/paper_385.png,paper
data/archive/paper/paper_675.png,paper
data/archive/rock/rock_870.png,rock
data/archive/rock/rock_272.png,rock
data/archive/paper/paper_429.png,paper
data/archive/scissors/scissors_291.png,scissors
data/archive/paper/paper_36.png,paper
data/archive/paper/paper_852.png,paper
data/archive/scissors/scissors_744.png,scissors
data/archive/paper/paper_890.png,paper
data/archive/rock/rock_762.png,rock
data/archive/scissors/scissors_492.png,scissors
data/archive/scissors/scissors_85.png,scissors
data/archive/scissors/scissors_500.png,scissors
data/archive/paper/paper_514.png,paper
data/archive/paper/paper_403.png,paper
data/archive/rock/rock_180.png,rock
data/archive/scissors/scissors_444.png,scissors
data/archive/scissors/scissors_317.png,scissors
data/archive/scissors/scissors_868.png,scissors
data/archive/scissors/scissors_335.png,scissors
data/archive/paper/paper_302.png,paper
data/archive/rock/rock_588.png,rock
data/archive/paper/paper_341.png,paper
data/archive/rock/rock_802.png,rock
data/archive/scissors/scissors_585.png,scissors
data/archive/rock/rock_87.png,rock
data/archive/paper/paper_261.png,paper
data/archive/rock/rock_799.png,rock
data/archive/scissors/scissors_407.png,scissors
data/archive/scissors/scissors_802.png,scissors
data/archive/paper/paper_49.png,paper
data/archive/rock/rock_578.png,rock
data/archive/scissors/scissors_295.png,scissors
data/archive/rock/rock_149.png,rock
data/archive/scissors/scissors_664.png,scissors
data/archive/scissors/scissors_169.png,scissors
data/archive/rock/rock_806.png,rock
data/archive/rock/rock_194.png,rock
data/archive/scissors/scissors_255.png,scissors
data/archive/paper/paper_640.png,paper
data/archive/paper/paper_686.png,paper
data/archive/scissors/scissors_882.png,scissors
data/archive/paper/paper_332.png,paper
data/archive/paper/paper_428.png,paper
data/archive/paper/paper_95.png,paper
data/archive/rock/rock_382.png,rock
data/archive/rock/rock_268.png,rock
data/archive/scissors/scissors_482.png,scissors
data/archive/rock/rock_140.png,rock
